1.144302,6.873877,4.528923,8.437359,1.929263,6.690818,5.374892,4.896817,3.029210,9.465184,0.753526,3.381386,5.172136,9.989990,1.612176,1.712647,1.586924,2.772928
4.646822,4.982494,2.477680,8.386253,9.320917,9.866911,6.582073,2.449302,4.902310,6.350944,0.570865,0.863330,1.923168,2.399160,7.706418,0.009943,0.497648,8.159930
1.033873,2.724400,3.885796,7.052213,4.295498,5.938810,3.119375,7.277111,3.443158,9.736483,4.129144,4.795913,6.420704,7.716362,2.596529,1.823613,9.780424,7.995931
1.106671,8.164166,9.052627,6.323495,3.400904,5.479294,0.819943,3.486948,9.248079,8.459807,1.953562,8.103727,2.743811,6.413053,5.551764,5.660867,8.576766,1.008513
1.209498,9.136973,9.483912,6.644012,5.607190,1.572349,6.966416,4.122431,5.841614,9.885283,0.175874,6.218047,1.406011,8.036382,0.815004,3.298632,2.569185,0.739714
4.406942,6.682967,9.341035,6.522406,1.672035,2.400461,3.853293,3.206710,5.777331,9.872013,2.684452,5.780744,2.921305,9.183398,1.143864,4.743629,7.991474,8.258300
8.296110,2.073460,8.752112,1.325449,3.870538,1.355310,9.715179,0.768927,7.726858,7.725530,3.150785,4.088693,5.525817,4.349723,1.179238,7.647031,6.618324,8.594937
9.722358,2.630267,9.726748,5.506141,4.453319,8.984421,5.023675,9.189155,9.327122,1.149474,7.378007,6.618229,7.658094,1.306337,9.794650,6.717661,8.770250,0.541177
2.259857,7.418381,8.922213,7.215502,4.110321,7.155526,9.415827,9.354078,5.666442,0.353419,0.602207,1.884870,3.761431,5.686748,6.690321,9.049859,7.794299,8.861086
6.436120,9.540673,6.618070,2.816057,7.789311,0.739287,2.896636,3.313221,2.035416,5.862122,5.610160,0.048181,6.909141,2.969123,4.995453,4.033250,6.263818,6.526598
8.473378,1.585232,9.525563,6.639363,8.771014,1.175695,7.575266,4.934954,2.289115,5.099941,1.453216,0.840889,5.012846,9.700926,1.322274,9.681527,7.991617,9.785044
3.169415,3.358341,4.962054,6.133636,2.953861,0.471949,8.007764,1.996697,4.379745,3.838508,5.399180,3.947113,4.313505,1.601678,2.201232,0.271489,5.324839,7.164094
7.803319,4.531695,5.216159,9.489332,1.701534,6.877200,3.599714,0.783919,2.963006,7.528387,7.848086,7.132346,0.987228,4.230580,9.144502,4.234788,1.202912,2.733427
3.069025,4.145183,7.322800,3.789101,3.319372,1.648522,3.762882,5.893472,3.436222,2.725558,2.506817,8.567011,5.327262,6.544098,2.638652,8.955451,9.673748,4.375142
5.926242,4.881723,2.462132,9.427363,4.858321,9.128279,1.321812,3.088889,4.160519,4.053761,9.659592,1.857051,7.565967,9.474220,5.686970,0.791989,0.615547,6.298756
5.937122,5.884520,4.142608,0.783544,7.274146,8.541590,3.437352,8.737392,8.221744,1.920099,6.611035,0.849923,6.424568,5.624176,9.111439,8.266961,3.574853,7.644024
9.558234,6.704993,5.128240,8.018379,2.228162,8.846593,7.182083,8.257091,1.111155,5.627775,8.742650,8.171859,0.691113,5.467483,9.872059,7.890242,2.363753,3.901116
1.996800,8.071672,4.701869,3.125147,2.858392,9.802552,7.582958,1.304391,6.272056,4.574378,6.763002,7.071871,1.736224,5.046325,5.318817,5.361589,4.157501,5.559503
2.361588,5.328149,1.826856,9.840194,6.921381,2.904467,6.704958,5.740488,8.175986,2.504532,2.336964,2.695304,2.143087,9.716869,9.439824,8.921848,0.338804,3.000950
4.539952,6.654089,3.239222,3.689291,6.942562,3.896519,4.276618,2.218688,7.524876,7.749132,4.357763,0.714493,6.644824,4.312546,9.282906,7.464448,3.598581,3.764593
1.229459,2.999129,1.361124,0.524972,3.843244,7.395973,6.558783,9.581850,5.052617,6.358960,3.460171,2.461126,9.512186,1.653953,5.274889,9.969647,9.093183,6.518195
1.140691,9.492102,4.781825,5.953642,6.004790,3.962628,0.849780,2.615053,2.650624,5.038897,2.129309,3.540198,1.947886,5.094030,6.887917,4.526543,9.659585,7.618482
5.048673,1.806726,0.211457,9.724348,0.649570,6.853866,9.152441,7.328711,8.392847,8.009346,1.061006,7.149744,9.768106,0.911146,8.296915,2.798052,0.491112,5.442212
5.906864,4.349847,8.319614,1.176344,4.666653,3.273145,1.980704,8.087321,8.407968,7.469974,7.905464,9.312568,8.001199,7.261832,6.282891,0.279724,3.891469,1.623541
0.373104,7.781047,3.213813,6.307215,7.084363,8.894069,4.323968,9.633409,5.466272,6.860767,5.103193,0.606558,3.212366,3.399496,5.695866,2.217727,5.158929,8.954253
8.838700,9.598671,5.801035,5.119893,3.148669,3.242641,0.721389,4.344849,5.937594,3.455030,4.970112,4.104387,2.781148,8.435150,0.508434,7.327508,9.504519,3.241780
7.784462,9.511602,6.060361,2.422341,5.716723,7.158401,5.551870,3.890364,7.053305,7.788126,3.245290,9.501134,0.241504,3.303074,2.991930,7.140802,4.119481,9.130123
3.790133,5.878548,4.251145,0.294779,2.673189,3.498751,8.304477,3.768754,9.308276,5.345642,7.175848,4.133753,4.895878,5.598674,5.320235,5.004540,0.455697,8.420219
9.835158,5.318146,6.380419,3.517781,9.831516,1.302738,2.741658,7.297840,4.585028,8.470443,9.872436,8.737144,4.041407,3.091516,5.889695,8.015737,6.086591,8.652350
6.115976,4.264552,8.877577,5.579033,3.634716,3.732234,5.367096,0.621315,6.036676,1.107361,1.837940,5.077139,5.038907,4.083319,6.325753,7.585113,6.433641,7.421881
3.800873,2.186684,3.744707,5.837171,2.448439,9.353457,4.193603,6.505014,0.455610,3.477139,2.942670,3.081574,1.064392,8.584111,0.264058,1.308112,8.006914,4.166301
9.284765,6.814771,4.550764,0.924613,9.798504,2.908536,3.181630,5.956168,9.091709,3.628436,2.764071,5.000011,5.443874,9.957981,7.099864,7.686612,7.074287,7.201415
8.609868,3.138567,1.249591,6.691543,7.836755,3.858255,3.870631,8.516720,4.490740,8.285830,8.355898,8.925953,7.514437,6.746256,1.202791,0.295237,6.135803,7.319966
8.837870,9.314707,1.504894,0.312625,1.959242,6.369736,7.508367,3.088342,4.256725,6.273677,6.237813,5.881516,3.074719,3.252719,9.443966,8.678761,6.331368,5.565104
9.387891,0.726417,1.914932,5.493075,4.730680,0.759685,0.276691,0.516514,3.942934,9.722805,3.579320,5.298033,7.543780,3.611920,2.156387,0.145996,6.717567,1.834079
