1.688800,7.451666,4.771344,6.534445,9.665759
3.130275,0.764395,7.914151,3.653840,5.850994
1.833367,0.769189,1.536628,8.268760,3.009567
3.838845,6.507489,8.173705,7.662662,3.741756
1.898625,6.465018,0.036053,2.828879,6.386006
5.920746,3.252892,9.889513,1.232358,7.358770
1.566170,4.346474,8.322432,3.599096,0.762380
5.569255,2.739302,1.320547,6.996548,4.859049
1.827163,1.012145,2.015843,1.347460,3.237892
9.505450,5.321306,2.476857,4.372763,6.690878
5.476957,6.090545,8.631348,3.806959,7.489556
1.566968,0.581238,3.397070,8.171764,3.775477
9.726049,6.053186,3.382362,9.279837,8.984247
8.507065,2.567919,2.854955,7.799469,7.013952
4.925118,9.676677,4.761615,9.949055,4.905786
5.034534,7.687729,3.880845,4.532593,1.328540
7.585063,5.652369,6.486366,7.980581,2.204482
8.578908,9.047289,2.920199,7.258698,3.394458
2.726812,1.702746,6.640182,5.358517,8.291094
2.673621,1.761558,4.311864,4.756550,7.852209
1.306516,0.513557,6.275065,0.290876,1.361946
6.945556,5.156790,5.425824,8.084835,7.936860
5.018671,2.766321,1.196649,8.865978,9.702890
9.425263,6.381281,0.905902,0.747081,1.824509
0.316877,7.249363,1.441588,6.359268,7.898476
5.662531,3.774139,8.215861,3.048808,3.193731
7.849799,5.037364,2.609967,7.324755,1.629500
9.210752,2.222235,0.836087,0.737016,7.695517
8.176770,7.404255,7.582488,9.611950,4.664250
7.869965,4.225681,9.437300,0.013144,9.812679
5.701942,3.464706,5.575031,2.997847,1.590728
6.652563,6.842028,7.924094,3.486244,2.500747
3.450034,3.286326,9.274855,7.560724,2.882386
6.061799,7.660294,8.461523,9.019812,5.957071
0.685361,2.180434,8.694085,4.142179,6.612092
7.834848,2.478860,5.544253,2.295854,0.069128
7.666394,0.218332,3.931034,2.525402,2.042169
6.622795,9.147421,0.069025,7.464232,7.996708
9.077989,9.745739,1.198635,5.189698,8.219748
6.370228,9.539104,9.469264,9.666052,0.673442
4.375348,3.208399,1.340521,1.345852,8.059477
5.247643,9.442570,9.883401,4.098942,3.711879
2.268541,4.460310,2.662214,4.590964,4.329053
2.596234,1.337145,4.192284,5.068605,3.243246
6.846888,4.430935,4.356631,7.930235,8.155564
7.521127,7.892559,5.012675,5.551819,6.307497
0.979892,2.456762,6.157251,3.049600,7.669676
2.672291,0.395063,2.965618,5.563650,9.690745
6.891247,7.178814,5.590291,5.333542,8.757240
3.930986,4.580669,2.082452,7.572732,5.466920
3.573882,7.009978,1.092225,0.066108,5.973021
6.591761,5.800064,9.099516,6.360062,5.255613
2.596231,0.511709,7.319501,1.642914,2.803970
2.594274,5.470960,5.412685,7.881132,8.696056
7.875405,9.694279,1.804681,9.305990,0.451519
2.406459,0.088550,6.715935,9.048132,5.724163
1.554613,5.023674,5.677329,1.882718,3.241965
7.160373,5.529287,1.422817,3.803636,3.965692
5.767417,0.194015,5.775801,9.321961,1.068728
7.321498,9.705228,6.088855,7.196656,3.027523
4.590224,0.480286,3.853521,3.617164,2.875841
8.167127,4.505281,8.066325,7.901729,2.829579
0.683092,0.549307,6.375226,4.242856,9.055313
4.173209,1.540583,5.399993,9.370914,6.609551
3.946574,2.589905,8.479122,9.450561,3.769998
0.672802,1.815818,5.757476,1.858850,2.914484
4.616641,3.469774,3.181657,4.599146,2.358949
0.277520,6.584535,1.588036,8.026626,4.085798
3.273919,7.460147,7.463519,1.739550,1.175448
1.740375,6.274092,8.418903,5.100829,1.657637
7.143053,9.070373,2.185377,8.709614,2.118359
8.366649,8.593017,5.233775,4.773628,8.898831
0.650762,5.094561,6.207979,7.335674,2.299962
0.218719,1.389889,7.695074,9.697652,3.867944
9.934278,3.263935,1.371610,3.847536,5.626358
6.338354,5.416064,3.149934,1.593267,1.526162
1.369508,7.098031,4.648645,1.132712,7.008789
1.799861,8.036681,5.139561,5.484384,2.078448
7.845889,5.264896,5.710234,4.220408,7.211563
0.731383,5.948619,8.619774,4.488011,6.525774
3.034731,6.074400,2.789023,7.995623,7.961691
9.540869,4.443382,4.568828,5.998171,8.426218
